nan,23.1595,14.5705,15.644,14.5705,15.9915
nan,17.7915,17.0245,17.1775,15.0305,16.194
nan,22.239,17.0245,15.7975,15.6445,16.8015
nan,15.951,15.4905,14.264,18.405,15.9915
nan,20.859,16.8715,14.417,14.5705,16.8015
nan,18.5585,19.9385,19.172,16.2575,15.587
nan,17.638,17.638,15.0305,18.7115,16.599
nan,21.012,17.638,16.258,18.712,15.385
nan,18.405,20.859,13.4965,16.1045,16.599
nan,18.405,17.7915,15.951,18.098,14.98
nan,19.6315,18.865,18.2515,16.411,15.587
nan,18.7115,16.2575,16.718,15.0305,14.3725
nan,21.319,15.9505,19.1715,17.638,15.587
nan,21.779,16.2575,17.0245,17.4845,18.0165
nan,23.773,14.5705,14.724,14.11,17.409
nan,18.098,19.325,14.8775,16.1045,17.409
nan,17.9445,17.4845,15.184,17.4845,18.2185
nan,21.1655,16.8715,15.0305,17.791,15.587
nan,19.4785,18.2515,16.411,14.4175,15.1825
nan,19.3255,19.325,19.0185,17.9445,16.3965
nan,18.4045,22.6995,18.4045,15.491,14.98
nan,18.558,20.245,18.405,16.1045,14.575
nan,18.7115,19.9385,17.0245,17.331,17.2065
nan,19.172,17.331,14.8775,16.718,15.9915
nan,18.098,14.877,18.865,15.951,17.6115
nan,20.092,16.871,18.558,17.0245,16.3965
nan,19.0185,15.491,22.853,15.7975,15.182
nan,20.3985,15.644,16.2575,15.184,14.98
nan,19.4785,19.325,15.491,16.411,17.409
nan,22.3925,18.2515,14.264,15.491,15.789
nan,19.172,20.859,17.4845,15.3375,16.194
nan,18.4045,17.638,16.871,15.644,17.2065
nan,17.7915,16.411,16.5645,14.5705,17.004
nan,18.098,18.405,22.2395,16.104,14.575
nan,20.8585,15.9505,19.4785,15.3375,15.7895
nan,23.0065,18.7115,19.0185,14.724,15.3845
nan,22.8525,16.7175,18.865,14.1105,15.587
nan,21.7795,16.871,21.319,16.1045,15.789
nan,19.4785,20.859,17.945,17.7915,16.8015
nan,19.4785,15.7975,17.4845,17.0245,17.2065
nan,20.7055,19.0185,16.411,19.632,16.599
nan,20.7055,17.178,19.785,19.018,16.599
nan,19.9385,17.945,17.7915,19.7855,14.98
nan,17.7915,19.4785,19.632,17.0245,15.789
nan,21.626,16.7175,19.3255,15.3375,14.7775
nan,18.865,20.092,20.399,14.5705,18.219
nan,19.325,16.258,19.4785,15.3375,17.409
nan,20.859,18.5585,19.018,17.0245,17.409
nan,19.632,20.7055,17.7915,14.417,17.814
nan,18.865,17.0245,18.865,17.4845,15.587
nan,18.558,17.638,17.4845,16.258,16.599
nan,17.4845,17.0245,20.552,17.0245,17.004
nan,18.0985,17.9445,18.405,16.411,18.0165
nan,22.239,18.865,17.9445,14.264,15.9915
nan,19.4785,20.552,17.945,17.1775,16.194
nan,20.2455,21.7795,14.5705,15.644,15.9915
nan,19.4785,15.184,19.632,17.331,17.004
nan,19.4785,15.9505,20.552,15.7975,17.409
nan,19.325,16.411,16.718,19.325,17.409
nan,19.9385,18.098,17.638,19.0185,18.0165
nan,20.245,16.5645,17.945,19.0185,15.385
nan,19.4785,17.7915,19.4785,15.491,15.385
nan,21.0125,19.9385,16.5645,19.1715,18.219
nan,22.546,19.632,13.19,16.7175,17.2065
nan,20.7055,19.325,15.0305,16.1045,15.9915
nan,19.325,18.098,14.5705,14.8775,15.9915
nan,17.7915,17.178,18.5585,14.1105,15.1825
nan,23.773,18.405,15.491,14.5705,18.421
nan,16.411,16.2575,13.6505,16.2575,15.1825
nan,18.865,18.098,18.4045,15.7975,16.194
nan,17.4845,17.3315,17.178,15.951,17.6115
nan,19.325,18.7115,15.0305,15.951,15.7895
nan,22.086,21.0125,18.865,15.644,15.7895
nan,19.0185,19.3255,16.2575,16.8715,17.409
nan,19.632,21.0125,15.9505,15.6445,16.3965
nan,20.092,15.644,18.7115,15.644,16.3965
nan,18.0985,18.7115,15.184,12.5765,15.385
nan,18.405,17.945,22.546,13.8035,16.599
nan,20.399,16.411,20.552,16.411,15.1825
nan,22.086,19.9385,23.6195,14.5705,15.1825
nan,19.632,21.472,20.2455,15.7975,
nan,18.7115,17.3315,19.1715,15.7975,
nan,23.006,18.2515,18.558,15.6445,
nan,19.785,16.718,20.3985,15.6445,
nan,19.785,19.7855,17.0245,15.184,
nan,19.785,22.239,18.7115,16.2575,
nan,17.331,16.5645,19.4785,15.644,
nan,20.5525,17.945,19.785,17.0245,
nan,20.5525,18.5585,18.405,12.27,
nan,22.0855,19.632,21.0125,15.9505,
nan,18.098,19.018,18.405,15.7975,
nan,18.7115,17.4845,16.1045,15.9505,
nan,22.546,14.8775,18.0985,16.104,
nan,20.399,15.491,17.4845,17.638,
nan,17.7915,14.417,17.178,,
nan,21.012,19.0185,17.9445,,
nan,,21.4725,20.7055,,
nan,,16.2575,18.712,,
nan,,19.4785,18.712,,
nan,,17.485,,,
nan,,16.7175,,,
nan,,14.417,,,
nan,,17.178,,,
nan,,19.0185,,,
